municipio,uf,cod_munic,lexml,site_prefeitura,site_camara,sistema_tipo,sistema_proposicao,sistema_legislacao,Apoio Interlegis
Rubiácea,SP,44400,,www.rubiacea.sp.gov.br/,,,,,
Rubinéia,SP,44509,,www.rubineia.sp.gov.br/,,,,,
Santo Antônio do Aracanguá,SP,48054,,www.saaracangua.sp.gov.br/,,,,,
Sabino,SP,44608,,www.sabino.sp.gov.br/,,,,,
Sagres,SP,44707,,www.sagres.sp.gov.br/,,,,,
Santo Antônio do Jardim,SP,48104,,www.sajardim.sp.gov.br/,,,,,
Sales,SP,44806,,www.sales.sp.gov.br/,,,,,
Sales Oliveira,SP,44905,,www.salesoliveira.sp.gov.br/,,,,,
Salesópolis,SP,45001,,www.salesopolis.sp.gov.br/,,,,,
Salmourão,SP,45100,,www.salmourao.sp.leg.br/,,,,,
Saltinho,SP,45159,,www.saltinho.sp.gov.br/,,,,,
Salto,SP,45209,,www.salto.sp.gov.br/,,,,,
Salto de Pirapora,SP,45308,,www.saltodepirapora.sp.gov.br/,,,,,
Salto Grande,SP,45407,,www.saltogrande.sp.gov.br/,,,,,
Sandovalina,SP,45506,,www.sandovalina.sp.gov.br/,,,,,
Santa Adélia,SP,45605,,www.santaadelia.sp.gov.br/,,,,,
Santa Albertina,SP,45704,,www.santaalbertina.sp.gov.br/,,,,,
Santa Branca,SP,46009,,www.santabranca.sp.gov.br/,,,,,
Santa Clara d'Oeste,SP,46108,,www.santaclaradoeste.sp.gov.br/,,,,,
Santa Cruz da Conceição,SP,46207,,www.santacruzdaconceicao.sp.gov.br/,,,,,
Santa Cruz da Esperança,SP,46256,,www.santacruzdaesperanca.sp.gov.br/,,,,,
Santa Cruz do Rio Pardo,SP,46405,,www.santacruzdoriopardo.sp.gov.br/,,,,,
Santa Ernestina,SP,46504,,www.santaernestina.sp.gov.br/,,,,,
Santa Fé do Sul,SP,46603,,www.santafedosul.sp.gov.br/,,,,,
Santa Gertrudes,SP,46702,,www.santagertrudes.sp.gov.br/,,,,,
Santa Isabel,SP,46801,,www.santaisabel.sp.gov.br/,,,,,
Santa Lúcia,SP,46900,,www.santalucia.sp.gov.br/,,,,,
Santa Maria da Serra,SP,47007,,www.santamariadaserra.sp.gov.br/,,,,,
Santa Mercedes,SP,47106,,www.santamercedes.sp.gov.br/,,,,,
Santana de Parnaíba,SP,47304,,www.santanadeparnaiba.sp.gov.br/,,,,,
Santana da Ponte Pensa,SP,47205,,www.santanapontepensa.sp.gov.br/,,,,,
Santa Rita d'Oeste,SP,47403,,www.santaritadoeste.sp.gov.br/,,,,,
Santa Rita do Passa Quatro,SP,47502,,www.santaritadopassaquatro.sp.gov.br/,,,,,
Santa Rosa de Viterbo,SP,47601,,www.santarosa.sp.gov.br/,,,,,
Santa Salete,SP,47650,,www.santasalete.sp.gov.br/,,,,,
Santo Anastácio,SP,47700,,www.santoanastacio.sp.gov.br/,,,,,
Santo André,SP,47809,,www.santoandre.sp.gov.br/,,,,,
Santo Antônio da Alegria,SP,47908,,www.santoantoniodaalegria.sp.gov.br/,,,,,
Santo Antônio de Pádua,RJ,4706,,www.santoantoniodepadua.rj.gov.br/,,,,,
Santo Antônio do Pinhal,SP,48203,,www.santoantoniodopinhal.sp.gov.br/,,,,,
Santo Expedito,SP,48302,,www.santoexpedito.sp.gov.br/,,,,,
Santópolis do Aguapeí,SP,48401,,www.santopolisdoaguapei.sp.gov.br/,,,,,
Santos,SP,48500,,www.santos.sp.gov.br/,,,,,
São Bento do Sapucaí,SP,48609,,www.saobentodosapucai.sp.gov.br/,,,,,
São Bernardo do Campo,SP,48708,,www.saobernardo.sp.gov.br/,,,,,
São Caetano do Sul,SP,48807,,www.saocaetanodosul.sp.gov.br/,,,,,
São Carlos,SP,48906,,www.saocarlos.sp.gov.br/,,,,,
São Francisco,SP,49003,,www.saofrancisco.sp.gov.br/,,,,,
São João da Boa Vista,SP,49102,,www.saojoao.sp.gov.br/,,SAPL,http://www.saojoaodaboavista.sp.leg.br/links-auxiliares/sapl-sistema-de-apoio-ao-legislativo,,
São João das Duas Pontes,SP,49201,,www.saojoaoddpontes.sp.gov.br/,,,,,
São João de Iracema,SP,49250,,www.saojoaodeiracema.sp.gov.br/,,,,,
São Joaquim da Barra,SP,49409,,www.saojoaquimdabarra.sp.gov.br/,,,,,
São José de Ubá,RJ,5133,,www.saojosedeuba.rj.gov.br/,,,,,
São José do Barreiro,SP,49607,,www.saojosedobarreiro.sp.gov.br/,,,,,
São José do Rio Pardo,SP,49706,,www.saojosedoriopardo.sp.gov.br/,,,,,
São Lourenço da Serra,SP,49953,,www.saolourencodaserra.sp.gov.br/,,,,,
São Luís do Paraitinga,SP,50001,,www.saoluizdoparaitinga.sp.gov.br/,,,,,
São Manuel,SP,50100,,www.saomanuel.sp.gov.br/,,,,,
São Miguel Arcanjo,SP,50209,,www.saomiguelarcanjo.sp.gov.br/,,,,,
São Pedro,SP,50407,,www.saopedro.sp.gov.br/,,,,,
São Pedro do Turvo,SP,50506,,www.saopedrodoturvo.sp.gov.br/,,,,,
São Roque,SP,50605,,www.saoroque.sp.gov.br/,,,,,
São Sebastião,SP,50704,,www.saosebastiao.sp.gov.br/,,,,,
São Vicente,SP,51009,,www.saovicente.sp.gov.br/,,,,,
Sapucaia,RJ,5406,,www.sapucaia.rj.gov.br/,,,,,
Saquarema,RJ,5505,,www.saquarema.rj.gov.br/,,,,,
Sarapuí,SP,51108,,www.sarapui.sp.gov.br/,,,,,
Sarutaiá,SP,51207,,www.sarutaia.sp.gov.br/,,,,,
Santa Cruz das Palmeiras,SP,46306,,www.scpalmeiras.sp.gov.br/,,,,,
Sebastianópolis do Sul,SP,51306,,www.sebastianopolisdosul.sp.gov.br/,,,,,
Senador Guiomard,AC,450,,www.senadorguiomard.ac.gov.br,,,,,
Sena Madureira,AC,500,,www.senaonline.net/,,,,,
Tarauacá,AC,609,,www.senaonline.net/,,,,,
Serra Azul,SP,51405,,www.serraazul.sp.gov.br/,,,,,
Serrana,SP,51504,,www.serrana.sp.gov.br/,,,,,
Serra Negra,SP,51603,,www.serranegra.sp.gov.br/,,,,,
Sertãozinho,SP,51702,,www.sertaozinho.sp.gov.br/,,,,,
Sete Barras,SP,51801,,www.setebarras.sp.gov.br/,,,,,
Severínia,SP,51900,,www.severinia.sp.gov.br/,,,,,
Silva Jardim,RJ,5604,,www.silvajardim.rj.gov.br/,,,,,
Silveiras,SP,52007,,www.silveiras.sp.gov.br/,,,,,
São João da Barra,RJ,5000,,www.sjb.rj.gov.br/,,,,,
São José da Bela Vista,SP,49508,,www.sjbelavista.sp.gov.br/,,,,,
São José dos Campos,SP,49904,,www.sjc.sp.gov.br/,,,,,
São José do Vale do Rio Preto,RJ,5158,,www.sjvriopreto.rj.gov.br/,,,,,
Socorro,SP,52106,,www.socorro.sp.gov.br/,,,,,
Sorocaba,SP,52205,,www.sorocaba.sp.gov.br/,,,,,
São Sebastião do Alto,RJ,5307,,www.ssalto.rj.gov.br/,,,,,
São Sebastião da Grama,SP,50803,,www.ssgrama.sp.gov.br/,,,,,
Sud Mennucci,SP,52304,,www.sudmennucci.sp.gov.br/,,,,,
Sumaré,SP,52403,,www.sumare.sp.gov.br/,,,,,
Sumidouro,RJ,5703,,www.sumidouro.rj.gov.br/,,,,,
Suzanápolis,SP,52551,,www.suzanapolis.sp.gov.br/,,,,,
Suzano,SP,52502,,www.suzano.sp.gov.br/,,,,,
Tabapuã,SP,52601,,www.tabapua.sp.gov.br/,,,,,
Tabatinga,SP,52700,,www.tabatinga.sp.gov.br/,,,,,
Taboão da Serra,SP,52809,,www.taboaodaserra.sp.gov.br/,,,,,
Taciba,SP,52908,,www.taciba.sp.gov.br/,,,,,
Taguaí,SP,53005,,www.taguai.sp.gov.br/,,,,,
Taiúva,SP,53203,,www.taiuva.sp.gov.br/,,,,,
Tambaú,SP,53302,,www.tambau.sp.gov.br/,,,,,
Tanguá,RJ,5752,,www.tangua.rj.gov.br/,,,,,
Tapiraí,SP,53500,,www.tapirai.sp.gov.br/,,,,,
Tapiratiba,SP,53609,,www.tapiratiba.sp.gov.br/,,,,,
Taquaritinga,SP,53708,,www.taquaritinga.sp.gov.br/,,,,,
Taquarituba,SP,53807,,www.taquarituba.sp.gov.br/,,,,,
Taquarivaí,SP,53856,,www.taquarivai.sp.gov.br/,,,,,
Tarabai,SP,53906,,www.tarabai.sp.gov.br/,,,,,
Tarumã,SP,53955,,www.taruma.sp.gov.br/,,,,,
Tatuí,SP,54003,,www.tatui.sp.gov.br/,,,,,
Taubaté,SP,54102,,www.taubate.sp.gov.br/,,,,,
Tejupá,SP,54201,,www.tejupa.sp.gov.br/,,,,,
Teodoro Sampaio,SP,54300,,www.teodorosampaio.sp.gov.br/,,,,,
Teresópolis,RJ,5802,,www.teresopolis.rj.gov.br/,,,,,
Terra Roxa,SP,54409,,www.terraroxa.sp.gov.br/,,,,,
Tietê,SP,54508,,www.tiete.sp.gov.br/,,,,,
Timburi,SP,54607,,www.timburi.sp.gov.br/,,,,,
Torre de Pedra,SP,54656,,www.torredepedra.sp.gov.br/,,,,,
Torrinha,SP,54706,,www.torrinha.sp.gov.br/,,,,,
Trabiju,SP,54755,,www.trabiju.sp.gov.br/,,,,,
Tremembé,SP,54805,,www.tremembe.sp.gov.br/,,,,,
Três Fronteiras,SP,54904,,www.tresfronteiras.sp.gov.br/,,,,,
Três Rios,RJ,6008,,www.tresrios.rj.gov.br/,,,,,
Tuiuti,SP,54953,,www.tuiuti.sp.gov.br/,,,,,
Tupã,SP,55000,,www.tupa.sp.gov.br/,,,,,
Tupi Paulista,SP,55109,,www.tupipaulista.sp.gov.br/,,,,,
Turiúba,SP,55208,,www.turiuba.sp.gov.br/,,,,,
Turmalina,SP,55307,,www.turmalina.sp.gov.br/,,,,,
Ubarana,SP,55356,,www.ubarana.sp.gov.br/,,,,,
Ubatuba,SP,55406,,www.ubatuba.sp.gov.br/,,,,,
Ubirajara,SP,55505,,www.ubirajara.sp.gov.br/,,,,,
Uchoa,SP,55604,,www.uchoa.sp.gov.br/,,,,,
União Paulista,SP,55703,,www.uniaopaulista.sp.gov.br/,,,,,
Urânia,SP,55802,,www.urania.sp.gov.br/,,,,,
Uru,SP,55901,,www.uru.sp.gov.br/,,,,,
Urupês,SP,56008,,www.urupes.sp.gov.br/,,,,,
Valença,RJ,6107,,www.valenca.rj.gov.br/,,,,,
Valentim Gentil,SP,56107,,www.valentimgentil.com.br/,,,,,
Valinhos,SP,56206,,www.valinhos.sp.gov.br/,,,,,
Valparaíso,SP,56305,,www.valparaiso.sp.gov.br/,,,,,
Vargem,SP,56354,,www.vargem.sp.gov.br/,,,,,
Vargem Grande Paulista,SP,56453,,www.vargemgrandepta.sp.gov.br/,,,,,
Várzea Paulista,SP,56503,,www.varzeapaulista.sp.gov.br/,,,,,
Vassouras,RJ,6206,,www.vassouras.rj.gov.br/,,,,,
Vera Cruz,SP,56602,,www.veracruz.sp.gov.br/,,,,,
Vargem Grande do Sul,SP,56404,,www.vgsul.sp.gov.br/,,,,,
Vinhedo,SP,56701,,www.vinhedo.sp.gov.br/,,,,,
Viradouro,SP,56800,,www.viradouro.sp.gov.br/,,,,,
Vista Alegre do Alto,SP,56909,,www.vistaalegredoalto.sp.gov.br/,,,,,
Vitória Brasil,SP,56958,,www.vitoriabrasil.sp.gov.br/,,,,,
Votorantim,SP,57006,,www.votorantim.sp.gov.br/,,,,,
Votuporanga,SP,57105,,www.votuporanga.sp.gov.br/,,,,,
Zacarias,SP,57154,,www.zacarias.sp.gov.br/,,,,,
Jambeiro,SP,24907,,ttp://https://www.jambeiro.sp.gov.br,,,,,
Laranjal Paulista,SP,26407,,ttp://https://www.laranjalpaulista.sp.gov.br,,,,,
Lucianópolis,SP,27504,,ttp://https://www.lucianopolis.sp.gov.br,,,,,
Abreulândia,TO,251,,,,,,,
Aguiarnópolis,TO,301,,,,,,,
Almas,TO,400,,,,,,,
Ananás,TO,1002,,,,,,,
Angico,TO,1051,,,,,,,
Aparecida do Rio Negro,TO,1101,,,,,,,
Aragominas,TO,1309,,,,,,,
Araguacema,TO,1903,,,,,,,
Araguanã,TO,2158,,,,,,,
Arapoema,TO,2307,,,,,,,
Augustinópolis,TO,2554,,,,,,,
Aurora do Tocantins,TO,2703,,,,,,,
Babaçulândia,TO,3008,,,,,,,
Barra do Ouro,TO,3073,,,,,,,
Barrolândia,TO,3107,,,,,,,
Bernardo Sayão,TO,3206,,,,,,,
Brasilândia do Tocantins,TO,3602,,,,,,,
Brejinho de Nazaré,TO,3701,,,,,,,
Buriti do Tocantins,TO,3800,,,,,,,
Campos Lindos,TO,3842,,,,,,,
Carmolândia,TO,3883,,,,,,,
Carrasco Bonito,TO,3891,,,,,,,
Centenário,TO,4105,,,,,,,
Chapada da Natividade,TO,5102,,,,,,,
Chapada de Areia,TO,4600,,,,,,,
Colméia,TO,16703,,,,,,,
Combinado,TO,5557,,,,,,,
Conceição do Tocantins,TO,5607,,,,,,,
Couto de Magalhães,TO,6001,,,,,,,
Cristalândia,TO,6100,,,,,,,
Dianópolis,TO,7009,,,,,,,
Dois Irmãos do Tocantins,TO,7207,,,,,,,
Esperantina,TO,7405,,,,,,,
Fátima,TO,7553,,,,,,,
Filadélfia,TO,7702,,,,,,,
Fortaleza do Tabocão,TO,8254,,,,,,,
Goianorte,TO,8304,,,,,,,
Goiatins,TO,9005,,,,,,,
Guaraí,TO,9302,,,,,,,
Ipueiras,TO,9807,,,,,,,
Itacajá,TO,10508,,,,,,,
Itaguatins,TO,10706,,,,,,,
Itapiratins,TO,10904,,,,,,,
Itaporã do Tocantins,TO,11100,,,,,,,
Jaú do Tocantins,TO,11506,,,,,,,
Lagoa da Confusão,TO,11902,,,,,,,
Lagoa do Tocantins,TO,11951,,,,,,,
Lajeado,TO,12009,,,,,,,
Luzinópolis,TO,12454,,,,,,,
Mateiros,TO,12702,,,,,,,
Maurilândia do Tocantins,TO,12801,,,,,,,
Miracema do Tocantins,TO,13205,,,,,,,
Miranorte,TO,13304,,,,,,,
Monte do Carmo,TO,13601,,,,,,,
Monte Santo do Tocantins,TO,13700,,,,,,,
Muricilândia,TO,13957,,,,,,,
Natividade,TO,14203,,,,,,,
Nazaré,TO,14302,,,,,,,
Novo Acordo,TO,15101,,,,,,,
Novo Alegre,TO,15150,,,,,,,
Oliveira de Fátima,TO,15507,,,,,,,
Palmas,TO,21000,,,,,,,
Palmeiras do Tocantins,TO,13809,,,,,,,
Palmeirópolis,TO,15754,,,,,,,
Paranã,TO,16208,,,,,,,
Pau D'Arco,TO,16307,,,,,,,
Pedro Afonso,TO,16505,,,,,,,
Pindorama do Tocantins,TO,17008,,,,,,,
Piraquê,TO,17206,,,,,,,
Pium,TO,17503,,,,,,,
Ponte Alta do Bom Jesus,TO,17800,,,,,,,
Ponte Alta do Tocantins,TO,17909,,,,,,,
Porto Alegre do Tocantins,TO,18006,,,,,,,
Porto Nacional,TO,18204,,,,,,,
Praia Norte,TO,18303,,,,,,,
Presidente Kennedy,TO,18402,,,,,,,
Recursolândia,TO,18501,,,,,,,
Riachinho,TO,18550,,,,,,,
Rio da Conceição,TO,18659,,,,,,,
Rio dos Bois,TO,18709,,,,,,,
Rio Sono,TO,18758,,,,,,,
Sampaio,TO,18808,,,,,,,
Santa Fé do Araguaia,TO,18865,,,,,,,
Santa Maria do Tocantins,TO,18881,,,,,,,
Santa Rosa do Tocantins,TO,18907,,,,,,,
Santa Tereza do Tocantins,TO,19004,,,,,,,
Santa Terezinha do Tocantins,TO,20002,,,,,,,
São Bento do Tocantins,TO,20101,,,,,,,
São Félix do Tocantins,TO,20150,,,,,,,
São Miguel do Tocantins,TO,20200,,,,,,,
São Salvador do Tocantins,TO,20259,,,,,,,
São Sebastião do Tocantins,TO,20309,,,,,,,
São Valério da Natividade,TO,20499,,,,,,,
Silvanópolis,TO,20655,,,,,,,
Sítio Novo do Tocantins,TO,20804,,,,,,,
Taguatinga,TO,20903,,,,,,,
Taipas do Tocantins,TO,20937,,,,,,,
Tocantínia,TO,21109,,,,,,,
Tupiratins,TO,21307,,,,,,,
Wanderlândia,TO,22081,,,,,,,
Xambioá,TO,22107,,,,,,,
Amparo de São Francisco,SE,100,,,,,,,
Aquidabã,SE,209,,,,,,,
Aracaju,SE,308,,,,,,,
Arauá,SE,407,,,,,,,
Areia Branca,SE,506,,,,,,,
Barra dos Coqueiros,SE,605,,,,,,,
Boquim,SE,670,,,,,,,
Brejo Grande,SE,704,,,,,,,
Campo do Brito,SE,1009,,,,,,,
Canhoba,SE,1108,,,,,,,
Canindé de São Francisco,SE,1207,,,,,,,
Capela,SE,1306,,,,,,,
Carira,SE,1405,,,,,,,
Carmópolis,SE,1504,,,,,,,
Cedro de São João,SE,1603,,,,,,,
Cristinápolis,SE,1702,,,,,,,
Cumbe,SE,1900,,,,,,,
Divina Pastora,SE,2007,,,,,,,
Estância,SE,2106,,,,,,,
Feira Nova,SE,2205,,,,,,,
Frei Paulo,SE,2304,,,,,,,
Gararu,SE,2403,,,,,,,
General Maynard,SE,2502,,,,,,,
Gracho Cardoso,SE,2601,,,,,,,
Ilha das Flores,SE,2700,,,,,,,
Indiaroba,SE,2809,,,,,,,
Itabaiana,SE,2908,,,,,,,
Itabaianinha,SE,3005,,,,,,,
Itabi,SE,3104,,,,,,,
Itaporanga d'Ajuda,SE,3203,,,,,,,
Japaratuba,SE,3302,,,,,,,
Japoatã,SE,3401,,,,,,,
Lagarto,SE,3500,,,,,,,
Laranjeiras,SE,3609,,,,,,,
Macambira,SE,3708,,,,,,,
Malhada dos Bois,SE,3807,,,,,,,
Malhador,SE,3906,,,,,,,
Maruim,SE,4003,,,,,,,
Moita Bonita,SE,4102,,,,,,,
Monte Alegre de Sergipe,SE,4201,,,,,,,
Muribeca,SE,4300,,,,,,,
Neópolis,SE,4409,,,,,,,
Nossa Senhora Aparecida,SE,4458,,,,,,,
Nossa Senhora da Glória,SE,4508,,,,,,,
Nossa Senhora das Dores,SE,4607,,,,,,,
Nossa Senhora de Lourdes,SE,4706,,,,,,,
Nossa Senhora do Socorro,SE,4805,,,,,,,
Pacatuba,SE,4904,,,,,,,
Pedra Mole,SE,5000,,,,,,,
Pedrinhas,SE,5109,,,,,,,
Pinhão,SE,5208,,,,,,,
Pirambu,SE,5307,,,,,,,
Poço Redondo,SE,5406,,,,,,,
Poço Verde,SE,5505,,,,,,,
Porto da Folha,SE,5604,,,,,,,
Propriá,SE,5703,,,,,,,
Riachão do Dantas,SE,5802,,,,,,,
Riachuelo,SE,5901,,,,,,,
Ribeirópolis,SE,6008,,,,,,,
Rosário do Catete,SE,6107,,,,,,,
Salgado,SE,6206,,,,,,,
Santa Luzia do Itanhy,SE,6305,,,,,,,
Santa Rosa de Lima,SE,6503,,,,,,,
Santana do São Francisco,SE,6404,,,,,,,
Santo Amaro das Brotas,SE,6602,,,,,,,
São Cristóvão,SE,6701,,,,,,,
São Domingos,SE,6800,,,,,,,
São Francisco,SE,6909,,,,,,,
São Miguel do Aleixo,SE,7006,,,,,,,
Simão Dias,SE,7105,,,,,,,
Siriri,SE,7204,,,,,,,
Telha,SE,7303,,,,,,,
Tobias Barreto,SE,7402,,,,,,,
Tomar do Geru,SE,7501,,,,,,,
Umbaúba,SE,7600,,,,,,,
Abdon Batista,SC,51,,,,,,,
Abelardo Luz,SC,101,,,,,,,
Agrolândia,SC,200,,,,,,,
Agronômica,SC,309,,,,,,,
Água Doce,SC,408,,,,,,,
Águas de Chapecó,SC,507,,,,,,,
Águas Frias,SC,556,,,,,,,
Águas Mornas,SC,606,,,,,,,
Alfredo Wagner,SC,705,,,,,,,
Alto Bela Vista,SC,754,,,,,,,
Anchieta,SC,804,,,,,,,
Angelina,SC,903,,,,,,,
Anita Garibaldi,SC,1000,,,,,,,
Anitápolis,SC,1109,,,,,,,
Antônio Carlos,SC,1208,,,,,,,
Apiúna,SC,1257,,,,,,,
Arabutã,SC,1273,,,,,,,
Araquari,SC,1307,,,,,,,
Araranguá,SC,1406,,,,,,,
Armazém,SC,1505,,,,,,,
Arroio Trinta,SC,1604,,,,,,,
Arvoredo,SC,1653,,,,,,,
Ascurra,SC,1703,,,,,,,
Atalanta,SC,1802,,,,,,,
Aurora,SC,1901,,,,,,,
Balneário Arroio do Silva,SC,1950,,,,,,,
Balneário Barra do Sul,SC,2057,,,,,,,
Balneário Camboriú,SC,2008,,,,,,,
Balneário Piçarras,SC,12809,,,,,,,
Balneário Rincão,SC,20000,,,,,,,
Bandeirante,SC,2081,,,,,,,
Barra Bonita,SC,2099,,,,,,,
Barra Velha,SC,2107,,,,,,,
Bela Vista do Toldo,SC,2131,,,,,,,
Belmonte,SC,2156,,,,,,,
Benedito Novo,SC,2206,,,,,,,
Biguaçu,SC,2305,,,,,,,
Blumenau,SC,2404,,,,,,,
Bocaina do Sul,SC,2438,,,,,,,
Bom Jardim da Serra,SC,2503,,,,,,,
Bom Jesus,SC,2537,,,,,,,
Bom Jesus do Oeste,SC,2578,,,,,,,
Bombinhas,SC,2453,,,,,,,
Botuverá,SC,2701,,,,,,,
Braço do Norte,SC,2800,,,,,,,
Brunópolis,SC,2875,,,,,,,
Brusque,SC,2909,,,,,,,
Caçador,SC,3006,,,,,,,
Caibi,SC,3105,,,,,,,
Calmon,SC,3154,,,,,,,
Camboriú,SC,3204,,,,,,,
Campo Alegre,SC,3303,,,,,,,
Campo Belo do Sul,SC,3402,,,,,,,
Campo Erê,SC,3501,,,,,,,
Campos Novos,SC,3600,,,,,,,
Canelinha,SC,3709,,,,,,,
Capão Alto,SC,3253,,,,,,,
Capinzal,SC,3907,,,,,,,
Capivari de Baixo,SC,3956,,,,,,,
Celso Ramos,SC,4152,,,,,,,
Cerro Negro,SC,4178,,,,,,,
Chapadão do Lageado,SC,4194,,,,,,,
Chapecó,SC,4202,,,,,,,
Cocal do Sul,SC,4251,,,,,,,
Concórdia,SC,4301,,,,,,,
Cordilheira Alta,SC,4350,,,,,,,
Coronel Freitas,SC,4400,,,,,,,
Coronel Martins,SC,4459,,,,,,,
Correia Pinto,SC,4558,,,,,,,
Corupá,SC,4509,,,,,,,
Criciúma,SC,4608,,,,,,,
Cunha Porã,SC,4707,,,,,,,
Cunhataí,SC,4756,,,,,,,
Curitibanos,SC,4806,,,,,,,
Descanso,SC,4905,,,,,,,
Dionísio Cerqueira,SC,5001,,,,,,,
Dona Emma,SC,5100,,,,,,,
Doutor Pedrinho,SC,5159,,,,,,,
Entre Rios,SC,5175,,,,,,,
Ermo,SC,5191,,,,,,,
Erval Velho,SC,5209,,,,,,,
Faxinal dos Guedes,SC,5308,,,,,,,
Flor do Sertão,SC,5357,,,,,,,
Florianópolis,SC,5407,,,,,,,
Forquilhinha,SC,5456,,,,,,,
Fraiburgo,SC,5506,,,,,,,
Frei Rogério,SC,5555,,,,,,,
Galvão,SC,5605,,,,,,,
Garopaba,SC,5704,,,,,,,
Garuva,SC,5803,,,,,,,
Gaspar,SC,5902,,,,,,,
Governador Celso Ramos,SC,6009,,,,,,,
Grão Pará,SC,6108,,,,,,,
Gravatal,SC,6207,,,,,,,
Guabiruba,SC,6306,,,,,,,
Guaraciaba,SC,6405,,,,,,,
Guaramirim,SC,6504,,,,,,,
Guarujá do Sul,SC,6603,,,,,,,
Guatambú,SC,6652,,,,,,,
Herval d'Oeste,SC,6702,,,,,,,
Ibiam,SC,6751,,,,,,,
Ibicaré,SC,6801,,,,,,,
Içara,SC,7007,,,,,,,
Ilhota,SC,7106,,,,,,,
Imaruí,SC,7205,,,,,,,
Imbituba,SC,7304,,,,,,,
Indaial,SC,7502,,,,,,,
Iomerê,SC,7577,,,,,,,
Ipira,SC,7601,,,,,,,
Iporã do Oeste,SC,7650,,,,,,,
Ipuaçu,SC,7684,,,,,,,
Ipumirim,SC,7700,,,,,,,
Iraceminha,SC,7759,,,,,,,
Irani,SC,7809,,,,,,,
Irati,SC,7858,,,,,,,
Irineópolis,SC,7908,,,,,,,
Itá,SC,8005,,,,,,,
Itaiópolis,SC,8104,,,,,,,
Itajaí,SC,8203,,,,,,,
Itapema,SC,8302,,,,,,,
Itapiranga,SC,8401,,,,,,,
Ituporanga,SC,8500,,,,,,,
Jaborá,SC,8609,,,,,,,
Jaguaruna,SC,8807,,,,,,,
Jardinópolis,SC,8955,,,,,,,
Joaçaba,SC,9003,,,,,,,
Joinville,SC,9102,,,,,,,
José Boiteux,SC,9151,,,,,,,
Jupiá,SC,9177,,,,,,,
Lacerdópolis,SC,9201,,,,,,,
Lages,SC,9300,,,,,,,
Laguna,SC,9409,,,,,,,
Lajeado Grande,SC,9458,,,,,,,
Laurentino,SC,9508,,,,,,,
Lauro Muller,SC,9607,,,,,,,
Lebon Régis,SC,9706,,,,,,,
Leoberto Leal,SC,9805,,,,,,,
Lindóia do Sul,SC,9854,,,,,,,
Luiz Alves,SC,10001,,,,,,,
Luzerna,SC,10035,,,,,,,
Macieira,SC,10050,,,,,,,
Mafra,SC,10100,,,,,,,
Major Gercino,SC,10209,,,,,,,
Maracajá,SC,10407,,,,,,,
Maravilha,SC,10506,,,,,,,
Marema,SC,10555,,,,,,,
Massaranduba,SC,10605,,,,,,,
Matos Costa,SC,10704,,,,,,,
Meleiro,SC,10803,,,,,,,
Mirim Doce,SC,10852,,,,,,,
Modelo,SC,10902,,,,,,,
Mondaí,SC,11009,,,,,,,
Monte Carlo,SC,11058,,,,,,,
Monte Castelo,SC,11108,,,,,,,
Morro da Fumaça,SC,11207,,,,,,,
Morro Grande,SC,11256,,,,,,,
Navegantes,SC,11306,,,,,,,
Nova Erechim,SC,11405,,,,,,,
Nova Itaberaba,SC,11454,,,,,,,
Nova Trento,SC,11504,,,,,,,
Nova Veneza,SC,11603,,,,,,,
Novo Horizonte,SC,11652,,,,,,,
Orleans,SC,11702,,,,,,,
Otacílio Costa,SC,11751,,,,,,,
Ouro,SC,11801,,,,,,,
Ouro Verde,SC,11850,,,,,,,
Paial,SC,11876,,,,,,,
Painel,SC,11892,,,,,,,
Palhoça,SC,11900,,,,,,,
Palma Sola,SC,12007,,,,,,,
Palmeira,SC,12056,,,,,,,
Palmitos,SC,12106,,,,,,,
Paraíso,SC,12239,,,,,,,
Passo de Torres,SC,12254,,,,,,,
Passos Maia,SC,12270,,,,,,,
Paulo Lopes,SC,12304,,,,,,,
Pedras Grandes,SC,12403,,,,,,,
Penha,SC,12502,,,,,,,
Peritiba,SC,12601,,,,,,,
Pescaria Brava,SC,12650,,,,,,,
Petrolândia,SC,12700,,,,,,,
Pinhalzinho,SC,12908,,,,,,,
Pinheiro Preto,SC,13005,,,,,,,
Piratuba,SC,13104,,,,,,,
Planalto Alegre,SC,13153,,,,,,,
Pomerode,SC,13203,,,,,,,
Ponte Alta,SC,13302,,,,,,,
Ponte Alta do Norte,SC,13351,,,,,,,
Ponte Serrada,SC,13401,,,,,,,
Porto Belo,SC,13500,,,,,,,
Porto União,SC,13609,,,,,,,
Pouso Redondo,SC,13708,,,,,,,
Praia Grande,SC,13807,,,,,,,
Presidente Castello Branco,SC,13906,,,,,,,
Presidente Getúlio,SC,14003,,,,,,,
Princesa,SC,14151,,,,,,,
Rancho Queimado,SC,14300,,,,,,,
Rio das Antas,SC,14409,,,,,,,
Rio do Campo,SC,14508,,,,,,,
Rio do Oeste,SC,14607,,,,,,,
Rio do Sul,SC,14805,,,,,,,
Rio dos Cedros,SC,14706,,,,,,,
Rio Fortuna,SC,14904,,,,,,,
Rio Negrinho,SC,15000,,,,,,,
Rio Rufino,SC,15059,,,,,,,
Riqueza,SC,15075,,,,,,,
Rodeio,SC,15109,,,,,,,
Romelândia,SC,15208,,,,,,,
Saltinho,SC,15356,,,,,,,
