NomeMun,UF,CodMun,match_var,title,uf,uf_code,uf_code_multi,rua_camara,numero_camara,cep,email,url_interlegis,url_legislativo
Maratá,RS,4311791,Maratá_RS,Câmara Municipal de Maratá,RS,43,43000000,Rua 18 de Julho,21,95793-000,camara@camaramarata.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4167,
Marau,RS,4311809,Marau_RS,Câmara Municipal de Marau,RS,43,43000000,Rua Duque de Caxias,26,99150-000,presidencia@cvmarau.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4220,
Marcelino Ramos,RS,4311908,Marcelino Ramos_RS,Câmara Municipal de Marcelino Ramos,RS,43,43000000,Praça Padre Basso,15,99800-000,camaramarcelinoramos@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4079,
Mariana Pimentel,RS,4311981,Mariana Pimentel_RS,Câmara Municipal de Mariana Pimentel,RS,43,43000000,Praça Central,,92900-000,camaramp@ibest.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4256,
Mariano Moro,RS,4312005,Mariano Moro_RS,Câmara Municipal de Mariano Moro,RS,43,43000000,Rua Miguel Detoni,300,99790-000,camara@pmmarianomoro.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4080,
Marques de Souza,RS,4312054,Marques de Souza_RS,Câmara Municipal de Marques de Souza,RS,43,43000000,Rua Getúlio Vargas,796,95923-000,camara@marquesdesouzars.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4141,
Mata,RS,4312104,Mata_RS,Câmara Municipal de Mata,RS,43,43000000,Rua do Comércio,759,97410-000,camunic@gpsnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4373,http://www.legislativomata.com.br
Mato Castelhano,RS,4312138,Mato Castelhano_RS,Câmara Municipal de Mato Castelhano,RS,43,43000000,Rua Domingos Saggiorato,,99180-000,camara_mc@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4221,
Mato Leitão,RS,4312153,Mato Leitão_RS,Câmara Municipal de Mato Leitão,RS,43,43000000,Rua Cônego Pedro Henrique Vier,1,95835-000,cvmatoleitao@viavale.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4314,
Mato Queimado,RS,4312179,Mato Queimado_RS,Câmara Municipal de Mato Queimado,RS,43,43000000,Rua Monsenhor Wolski,1300,97935-000,camaramq@matoqueimado-rs.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=66,
Maximiliano de Almeida,RS,4312203,Maximiliano de Almeida_RS,Câmara Municipal de Maximiliano de Almeida,RS,43,43000000,Avenida José Bonifácio,340,99890-000,cmv.maxdealmeida@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4300,
Minas do Leão,RS,4312252,Minas do Leão_RS,Câmara Municipal de Minas do Leão,RS,43,43000000,Avenida Getúlio Vargas,2030,96755-000,camaraminasdoleao@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4424,http://www.camaraminasdoleao.rs.gov.br
Miraguaí,RS,4312302,Miraguaí_RS,Câmara Municipal de Miraguaí,RS,43,43000000,Rua Castelo Branco,133,98540-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4362,
Montauri,RS,4312351,Montauri_RS,Câmara Municipal de Montauri,RS,43,43000000,Rua Via Cadorna,460,99255-000,prefmontauri@portalnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4137,
Monte Alegre dos Campos,RS,4312377,Monte Alegre dos Campos_RS,Câmara Municipal de Monte Alegre dos Campos,RS,43,43000000,Rua José Boeira de Vargas,,95236-000,camaramac@ibest.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3988,
Monte Belo do Sul,RS,4312385,Monte Belo do Sul_RS,Câmara Municipal de Monte Belo do Sul,RS,43,43000000,Rua Dom Luiz Colussi,411,95718-000,camara@camarambs.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3947,http://www.montebelodosul.rs.leg.br
Montenegro,RS,4312401,Montenegro_RS,Câmara Municipal de Montenegro,RS,43,43000000,Rua Cel. Álvaro de Moraes,1515,95780-000,camara@camaramontenegro.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4168,http://www.montenegro.rs.leg.br
Mormaço,RS,4312427,Mormaço_RS,Câmara Municipal de Mormaço,RS,43,43000000,Av. Willibaldo Koenig,864,99315-000,cmvmormaco@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4440,
Morrinhos do Sul,RS,4312443,Morrinhos do Sul_RS,Câmara Municipal de Morrinhos do Sul,RS,43,43000000,Rua Antônio José Carlos,10,95577-000,camaramorrinhosdosul@bol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4198,
Morro Redondo,RS,4312450,Morro Redondo_RS,Câmara Municipal de Morro Redondo,RS,43,43000000,Avenida dos Pinhais,63,96150-000,camaramorroredondo@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4240,
Morro Reuter,RS,4312476,Morro Reuter_RS,Câmara Municipal de Morro Reuter,RS,43,43000000,Rua Anita Garibaldi,405,93990-000,camara@morroreuter.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4120,
Morro Reuter,RS,4312476,Morro Reuter_RS,Câmara Municipal de Morro Reuter,RS,43,43000000,Rua Anita Garibaldi,405,93990-000,camara@morroreuter.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4120%0A,
Mostardas,RS,4312500,Mostardas_RS,Câmara Municipal de Mostardas,RS,43,43000000,Rua XV de Novembro,648,96270-000,atendimento@mostardas.rs.leg.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4199,
Muçum,RS,4312609,Muçum_RS,Câmara Municipal de Muçum,RS,43,43000000,Av. Borges de Medeiros,50,95970-000,camaramucum@futurusnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4142,
Muitos Capões,RS,4312617,Muitos Capões_RS,Câmara Municipal de Muitos Capões,RS,43,43000000,Rua Durval Antunes Pereira,455,95230-000,cmmuitoscapoes@outlook.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3989,
Muliterno,RS,4312625,Muliterno_RS,Câmara Municipal de Muliterno,RS,43,43000000,Rua Vinte de Março,,99990-000,camara@muliterno-rs.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4222,
Nicolau Vergueiro,RS,4312674,Nicolau Vergueiro_RS,Câmara Municipal de Nicolau Vergueiro,RS,43,43000000,Av. 20 de Março s/nº,,99175-000,cm.micvergrs@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4223,
Nonoai,RS,4312708,Nonoai_RS,Câmara Municipal de Nonoai,RS,43,43000000,Rua Júlio Golin,591,99600-000,cmvnonoai@slavenet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4099,
Nova Alvorada,RS,4312757,Nova Alvorada_RS,Câmara Municipal de Nova Alvorada,RS,43,43000000,Av. 1 Vicente Guerra,1429,95985-000,cp000021@via-rs.net,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4138,
Nova Araçá,RS,4312807,Nova Araçá_RS,Câmara Municipal de Nova Araçá,RS,43,43000000,Rua Alexandre Gazzoni,200,95350-000,legisaraca@pmaraca.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4018,
Nova Bassano,RS,4312906,Nova Bassano_RS,Câmara Municipal de Nova Bassano,RS,43,43000000,Rua Silva Jardim,505,95340-000,camara@bassanors.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3980,
Nova Boa Vista,RS,4312955,Nova Boa Vista_RS,Câmara Municipal de Nova Boa Vista,RS,43,43000000,Av. Jacob Wagner Sobrinho,40,99580-000,camara@novaboavistars.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3927,
Nova Bréscia,RS,4313003,Nova Bréscia_RS,Câmara Municipal de Nova Bréscia,RS,43,43000000,Avenida Bento Gonçalves,1400,95950-000,camaranovabrescia@viavale.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=215,http://www.camaranovabrescia.com.br
Nova Candelária,RS,4313011,Nova Candelária_RS,Câmara Municipal de Nova Candelária,RS,43,43000000,Rua São Francisco,520,98919-000,pmnc@luanett.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4363,
Nova Esperança do Sul,RS,4313037,Nova Esperança do Sul_RS,Câmara Municipal de Nova Esperança do Sul,RS,43,43000000,Marquês de Tamandaré,1,97770-000,legislativones@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4374,http://novaesperancadosul.rs.leg.br
Nova Hartz,RS,4313060,Nova Hartz_RS,Câmara Municipal de Nova Hartz,RS,43,43000000,Rua Emílio Jost,427,93890-000,contato@camaranovahartz.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4257,http://www.camaranovahartz.rs.gov.br
Nova Pádua,RS,4313086,Nova Pádua_RS,Câmara Municipal de Nova Pádua,RS,43,43000000,Av. dos Imigrantes,1040,95275-000,camaranp@najatel.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3707,http://www.camaranovapadua.com.br
Nova Palma,RS,4313102,Nova Palma_RS,Câmara Municipal de Nova Palma,RS,43,43000000,Avenida Dom Érico Ferrari,145,97250-000,cvnpalma@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4292,
Nova Petrópolis,RS,4313201,Nova Petrópolis_RS,Câmara Municipal de Nova Petrópolis,RS,43,43000000,Av. 15 de Novembro,737,95150-000,administrativo@camaranovapetropolis.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4121,
Nova Prata,RS,4313300,Nova Prata_RS,Câmara Municipal de Nova Prata,RS,43,43000000,Av. Cônego Peres,140,95320-000,secretariacamaranp@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3981,http://www.novaprata.rs.leg.br
Nova Ramada,RS,4313334,Nova Ramada_RS,Câmara Municipal de Nova Ramada,RS,43,43000000,Av. Gustavo Konig,332,98758-000,camara@novaramada.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4020%0A,
Nova Ramada,RS,4313334,Nova Ramada_RS,Câmara Municipal de Nova Ramada,RS,43,43000000,Av. Gustavo Konig,332,98758-000,camara@novaramada.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4020,
Nova Roma do Sul,RS,4313359,Nova Roma do Sul_RS,Câmara Municipal de Nova Roma do Sul,RS,43,43000000,Rua Júlio de Castilhos,895,95260-000,camaravereadores@novaromadosul.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3741,
Nova Santa Rita,RS,4313375,Nova Santa Rita_RS,Câmara Municipal de Nova Santa Rita,RS,43,43000000,Rua Padre Nicolau Flach,64,92480-000,camaranovasantarita@via-rs.net,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4258,
Novo Cabrais,RS,4313391,Novo Cabrais_RS,Câmara Municipal de Novo Cabrais,RS,43,43000000,Av. 28 de Dezembro,,96545-000,cmnovocabrais@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3703,
Novo Hamburgo,RS,4313409,Novo Hamburgo_RS,Câmara Municipal de Novo Hamburgo,RS,43,43000000,Rua Almirante Barroso,261,93510-290,camaranh@camaranh.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4259,http://www.camaranh.rs.gov.br
Novo Machado,RS,4313425,Novo Machado_RS,Câmara Municipal de Novo Machado,RS,43,43000000,Rua Tuparandi,111,98955-000,pmnmcamara@san.psi.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4385,
Novo Tiradentes,RS,4313441,Novo Tiradentes_RS,Câmara Municipal de Novo Tiradentes,RS,43,43000000,Rua Ângelo Silvestre,320,98370-000,camaratiradentes@speedrs.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4100,
Novo Xingu,RS,4313466,Novo Xingu_RS,Câmara Municipal de Novo Xingu,RS,43,43000000,Rua da Usina,,99617-000,cnxingu@bmnetsul.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4101,
Novo Barreiro,RS,4313490,Novo Barreiro_RS,Câmara Municipal de Novo Barreiro,RS,43,43000000,Av. São João Batista,,98338-000,legislativonovobarreiro@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3928%0A,
Novo Barreiro,RS,4313490,Novo Barreiro_RS,Câmara Municipal de Novo Barreiro,RS,43,43000000,Av. São João Batista,,98338-000,legislativonovobarreiro@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3928,
Osório,RS,4313508,Osório_RS,Câmara Municipal de Osório,RS,43,43000000,Av. Jorge Dariva,1211,95520-000,camosorioadm@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4200,http://www.camaraosorio.rs.gov.br
Paim Filho,RS,4313607,Paim Filho_RS,Câmara Municipal de Paim Filho,RS,43,43000000,Av. Rio Grande,,99850-000,camara@paimfilhors.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4301,
Palmares do Sul,RS,4313656,Palmares do Sul_RS,Câmara Municipal de Palmares do Sul,RS,43,43000000,Rua Nossa Srª dos Navegantes,432,95540-000,cmpalsul@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4201,
Palmeira das Missões,RS,4313706,Palmeira das Missões_RS,Câmara Municipal de Palmeira das Missões,RS,43,43000000,Rua Major Novais,1000,98300-000,ag.leg@mksnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3929,
Palmitinho,RS,4313805,Palmitinho_RS,Câmara Municipal de Palmitinho,RS,43,43000000,Rua Santos Dumont,25,98430-000,pmpalmitcamara@uol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4102,
Panambi,RS,4313904,Panambi_RS,Câmara Municipal de Panambi,RS,43,43000000,Rua Holanda,193,98280-000,camarapanambi@profnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4021,http://www.camarapanambi.rs.gov.br
Pantano Grande,RS,4313953,Pantano Grande_RS,Câmara Municipal de Pantano Grande,RS,43,43000000,Rua Duque de Caxias,42,96690-000,camarapantanogrande@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3704,http://www.camarapantanogrande.rs.gov.br
Paraí,RS,4314001,Paraí_RS,Câmara Municipal de Paraí,RS,43,43000000,Av. Castelo Branco,1033,95360-000,legislativo@parai.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3982,
Paraíso do Sul,RS,4314027,Paraíso do Sul_RS,Câmara Municipal de Paraíso do Sul,RS,43,43000000,Av. Tiradentes,,96530-000,cmvparaiso@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3705,http://www.cmparaisodosul.rs.gov.br
Pareci Novo,RS,4314035,Pareci Novo_RS,Câmara Municipal de Pareci Novo,RS,43,43000000,Rua Alonso Remi Dietrich,37,95783-000,camarapm@brturbo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4169,
Parobé,RS,4314050,Parobé_RS,Câmara Municipal de Parobé,RS,43,43000000,Av. Taguara,241,95630-000,camara@tca.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4260,
Passa Sete,RS,4314068,Passa Sete_RS,Câmara Municipal de Passa Sete,RS,43,43000000,Av. Pinheiro,1,96908-000,camara.p.sete@bol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4315,
Passo do Sobrado,RS,4314076,Passo do Sobrado_RS,Câmara Municipal de Passo do Sobrado,RS,43,43000000,Rua Nossa Senhora do Rosário,146,96685-000,camps@viavale.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3858,
Passo Fundo,RS,4314100,Passo Fundo_RS,Câmara Municipal de Passo Fundo,RS,43,43000000,Rua Dr. João Freitas,75,99050-000,camarapassofundo@cmps.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4224,http://www.cmpf.rs.gov.br
Paulo Bento,RS,4314134,Paulo Bento_RS,Câmara Municipal de Paulo Bento,RS,43,43000000,Rua Irmãs Consolata,189,99718-000,cm@cmpaulobento.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4081,http://www.cmpaulobento.rs.gov.br
Paverama,RS,4314159,Paverama_RS,Câmara Municipal de Paverama,RS,43,43000000,Rua Quatro de Julho,7190,95865-000,camara@camarapaverama.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=216,http://www.camarapaverama.rs.gov.br
Pedras Altas,RS,4314175,Pedras Altas_RS,Câmara Municipal de Pedras Altas,RS,43,43000000,Avenida Comendador Ávila,,96487-000,camarapedrasaltas@uol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4432,http://www.camarapedrasaltas.com.br
Pedro Osório,RS,4314209,Pedro Osório_RS,Câmara Municipal de Pedro Osório,RS,43,43000000,Rua Presidente Vargas,170,96360-000,cmpo@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4241,
Pejuçara,RS,4314308,Pejuçara_RS,Câmara Municipal de Pejuçara,RS,43,43000000,Rua Getúlio Vargas,597,98270-000,camarapejucara@comnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4022,
Pelotas,RS,4314407,Pelotas_RS,Câmara Municipal de Pelotas,RS,43,43000000,Rua Marechal Deodoro,806,96020-220,gabinete@camarapel.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4242,http://www.camarapel.rs.gov.br
Picada Café,RS,4314423,Picada Café_RS,Câmara Municipal de Picada Café,RS,43,43000000,Av. Fridolino Ritter,379,95175-000,camara@picadacafe.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4122,http://camarapicadacafe.rs.gov.br
Pinhal,RS,4314456,Pinhal_RS,Câmara Municipal de Pinhal,RS,43,43000000,Av. Treze de Maio,1877,98345-000,camarapinhal@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3930,
Pinhal da Serra,RS,4314464,Pinhal da Serra_RS,Câmara Municipal de Pinhal da Serra,RS,43,43000000,Av. Luiz Pessoa da Silva Neto,1319,95390-000,camara@camarapinhaldaserra.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3990,
Pinhal Grande,RS,4314472,Pinhal Grande_RS,Câmara Municipal de Pinhal Grande,RS,43,43000000,Rua José Rubin Filho,185,98150-000,camaravereadorespg@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4399,http://pm3.pinhalgrande.rs.leg.br
Pinheirinho do Vale,RS,4314498,Pinheirinho do Vale_RS,Câmara Municipal de Pinheirinho do Vale,RS,43,43000000,Rua Bruno Barch,155,98435-000,camarapv@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4103,
Pinheiro Machado,RS,4314506,Pinheiro Machado_RS,Câmara Municipal de Pinheiro Machado,RS,43,43000000,Rua Humaitá,424,96470-000,cvpm@supersul.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4433,http://www.camarapm.rs.gov.br
Pinto Bandeira,RS,4314548,Pinto Bandeira_RS,Câmara Municipal de Pinto Bandeira,RS,43,43000000,Rua Padre Luiz  Segalli,,95717-000,camara@pintobandeira.rs.leg.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=5676,
Pirapó,RS,4314555,Pirapó_RS,Câmara Municipal de Pirapó,RS,43,43000000,Rua 15 de novembro,1409,97885-000,cmvpirapo@viacom.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4410,
Piratini,RS,4314605,Piratini_RS,Câmara Municipal de Piratini,RS,43,43000000,Rua Bento Gonçalves,116,96490-000,camara@camarapiratini.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4434,
Planalto,RS,4314704,Planalto_RS,Câmara Municipal de Planalto,RS,43,43000000,Av. Presidente Vargas,,98470-000,camaraverplanalto@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4104,
Poço das Antas,RS,4314753,Poço das Antas_RS,Câmara Municipal de Poço das Antas,RS,43,43000000,Avenida São Pedro,1213,95740-000,camara@pocodasantas-rs.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4170,http://www.pocodasantas.rs.leg.br
Pontão,RS,4314779,Pontão_RS,Câmara Municipal de Pontão,RS,43,43000000,Avenida Júlio Mailhos,2163,99190-000,camarapontao@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4225,
Ponte Preta,RS,4314787,Ponte Preta_RS,Câmara Municipal de Ponte Preta,RS,43,43000000,Avenida Severino Senhori,299,99735-000,camarapontepreta@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4082,
Portão,RS,4314803,Portão_RS,Câmara Municipal de Portão,RS,43,43000000,Rua 9 de outubro,329,93180-000,contato@camaraportao.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4171,
Porto Alegre,RS,4314902,Porto Alegre_RS,Câmara Municipal de Porto Alegre,RS,43,43000000,Av. Loureiro da Silva,255,90013-901,camara@camarapoa.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4261,http://www.camarapoa.rs.gov.br
Porto Lucena,RS,4315008,Porto Lucena_RS,Câmara Municipal de Porto Lucena,RS,43,43000000,Prç. D. Luiz Felipe de Nadal,138,98980-000,cmvplucena@via-rs.net,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4386,http://www.camaraportolucena.rs.gov.br
Porto Mauá,RS,4315057,Porto Mauá_RS,Câmara Municipal de Porto Mauá,RS,43,43000000,Rua Uruguai,155,98947-000,camaraportmaua@ibet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4387,
Porto Vera Cruz,RS,4315073,Porto Vera Cruz_RS,Câmara Municipal de Porto Vera Cruz,RS,43,43000000,Av. Humaita,672,98985-000,camara.pvc@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4388,
Porto Xavier,RS,4315107,Porto Xavier_RS,Câmara Municipal de Porto Xavier,RS,43,43000000,Av. Marechal Floriano Peixoto,786,98995-000,camaraportoxavier@bol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3948,
Pouso Novo,RS,4315131,Pouso Novo_RS,Câmara Municipal de Pouso Novo,RS,43,43000000,Rua Cirillo Pretto,16,95945-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4143,
Presidente Lucena,RS,4315149,Presidente Lucena_RS,Câmara Municipal de Presidente Lucena,RS,43,43000000,Av. Emancipação,,93945-000,secretaria@camarapresidentelucena.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4123,
Progresso,RS,4315156,Progresso_RS,Câmara Municipal de Progresso,RS,43,43000000,Rua Sett Filho,394,95925-000,camaraprogresso@viabol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4144,
Protásio Alves,RS,4315172,Protásio Alves_RS,Câmara Municipal de Protásio Alves,RS,43,43000000,Rua do Poço,488,95345-000,cvprotasioalves@adylnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3998,
Putinga,RS,4315206,Putinga_RS,Câmara Municipal de Putinga,RS,43,43000000,Rua Duque de Caxias,333,95975-000,camara.putinga@mksnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3999,
Quaraí,RS,4315305,Quaraí_RS,Câmara Municipal de Quaraí,RS,43,43000000,Av. Artigas,310,97560-000,camaraquarai@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3883,
Quaraí,RS,4315305,Quaraí_RS,Câmara Municipal de Quaraí,RS,43,43000000,Av. Artigas,310,97560-000,camaraquarai@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3883%0A,
Quatro Irmãos,RS,4315313,Quatro Irmãos_RS,Câmara Municipal de Quatro Irmãos,RS,43,43000000,Rua Isidoro Eisenberg,,99720-000,cmv4irmaos@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4083,
Quevedos,RS,4315321,Quevedos_RS,Câmara Municipal de Quevedos,RS,43,43000000,R. Manuel Alves Dias,,98140-000,cmvqrs@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4400,
Quinze de Novembro,RS,4315354,Quinze de Novembro_RS,Câmara Municipal de Quinze de Novembro,RS,43,43000000,Rua Gonçalves Dias,875,98230-000,camaravereadoresxv@comnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4055,
Redentora,RS,4315404,Redentora_RS,Câmara Municipal de Redentora,RS,43,43000000,Rua Pedro Luiz Costa,,98550-000,cmvredentora@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4364,http://www.cmvredentora.com
